CompanyName,Year,Sales,OperatingProfit,NetIncome,OperatingActivitiesCashFlow,InvestmentActivitiesCashFlow,FinancialActivitiesCashFlow,AccountsReceivable,AccountsReceivableTurnover,AccountsReceivableTurnoverDays,CostofGoodsSold,Inventory,InventoryTurnover,InventoryTurnoverDays,InventoryTotalAssets,TotalBorrowings,FinancialCosts,TotalLiabilities,TotalCapital,DebtRatio,Bankruptcy
해태제과식품,2017,784096082448 ,18547850811 ,6377099441 ,51593988811 ,-22397344520 ,-30135761409 ,136062698356 ,5.76 ,63.34 ,494363903397 ,47586543690 ,10.39 ,35.13 ,775891569021 ,85588066014 ,8901044084 ,489234104026 ,775891569021 ,0.63 ,0
핸즈코퍼레이션,2016,576836963167 ,24129297829 ,11536833937 ,56314771977 ,21527744122 ,-30461201344 ,116141440598 ,4.97 ,73.49 ,508525477354 ,112698416384 ,4.51 ,80.89 ,513865967488 ,150489806188 ,26527670707 ,268829626908 ,513865967488 ,0.52 ,0
핸즈코퍼레이션,2017,526158402781 ,15029971417 ,15432411167 ,56743317447 ,-39493546199 ,-21561956441 ,70622212357 ,7.45 ,48.99 ,470908466377 ,109027905077 ,4.32 ,84.51 ,486960844623 ,129543436739 ,15865016568 ,228308989425 ,486960844623 ,0.47 ,0
현대일렉트릭,2017,1449607566718 ,62614413908 ,14552072519 ,-4013031414 ,-74336631982 ,108612279694 ,822160325225 ,1.76 ,207.01 ,1257927189751 ,344465397520 ,3.65 ,99.95 ,2083375719408 ,517559756930 ,68948056090 ,1045002662141 ,2083375719408 ,0.50 ,0
형지엘리트,2016,77185058182 ,1898600591 ,1936802754 ,-2534182559 ,-566651532 ,1280649166 ,43614766369 ,1.77 ,206.25 ,65839157199 ,13989099943 ,4.71 ,77.55 ,153948335837 ,21189368727 ,3659619049 ,80323093898 ,153948335837 ,0.52 ,0
형지엘리트,2017,70228766669 ,2108630193 ,4712955740 ,5165507616 ,21274341252 ,-21336278034 ,42521558138 ,1.65 ,221.00 ,58953499246 ,13853915560 ,4.26 ,85.77 ,131726334352 ,2013175744 ,1956082943 ,52219083768 ,131726334352 ,0.40 ,0
홈센타홀딩스,2016,40823628768 ,2221180966 ,526563269 ,2512573419 ,-73474622142 ,70093633547 ,15004849532 ,2.72 ,134.16 ,33843901483 ,3295431157 ,10.27 ,35.54 ,248040980952 ,75067418337 ,1052470783 ,93687381112 ,248040980952 ,0.38 ,0
홈센타홀딩스,2017,32636895193 ,3492685660 ,-47655975506 ,3472491069 ,-11479215619 ,13275005873 ,12197627281 ,2.68 ,136.41 ,24568384496 ,2648390404 ,9.28 ,39.35 ,221820064958 ,61657392000 ,3000995372 ,109493973095 ,221820064958 ,0.49 ,0
휴마시스,2016,8934943350 ,-96727359 ,317417611 ,552376056 ,-1870964041 ,1151902148 ,1920608514 ,4.65 ,78.46 ,5548530777 ,1735970551 ,3.20 ,114.20 ,20855734396 ,6042132000 ,135060890 ,8341268925 ,20855734396 ,0.40 ,0
휴마시스,2017,8508328178 ,295298008 ,-9199634442 ,-2388648965 ,-10385308157 ,13723202600 ,2169583406 ,3.92 ,93.07 ,4886501605 ,2484498997 ,1.97 ,185.58 ,28944369916 ,8433380000 ,190866332 ,12609374086 ,28944369916 ,0.44 ,0
21세기산기,2010,28677082901 ,1443773922 ,1062099227 ,1482907548 ,-829694813 ,-456510772 ,1294412075 ,22.15 ,16.48 ,25496048478 ,4280562998 ,5.96 ,61.28 ,11713526982 ,5977788486 ,390896645 ,9647532603 ,2065994379 ,4.67 ,1
21세기산기,2011,43072307360 ,2393548387 ,1181097347 ,5655035176 ,-135116500 ,-3780928486 ,1212726669 ,35.52 ,10.28 ,38570646226 ,5108939819 ,7.55 ,48.35 ,14066700369 ,1484200000 ,129118021 ,10819608643 ,3247091726 ,3.33 ,1
21세기산기,2012,37374451390 ,2066798588 ,1669249972 ,-777753300 ,-1395471547 ,234279263 ,975400610 ,38.32 ,9.53 ,33014312216 ,5024525936 ,6.57 ,55.55 ,13868020658 ,2393439263 ,104497857 ,9021564290 ,4846456368 ,1.86 ,1
21세기산기,2013,27802853160 ,497895774 ,245198402 ,3217536975 ,-13541395522 ,10872360737 ,214954729 ,129.34 ,2.82 ,24686504069 ,4553189870 ,5.42 ,67.32 ,25416764463 ,13265800000 ,232628192 ,20325109693 ,5091654770 ,3.99 ,1
21세기산기,2014,22964258670 ,-2250266538 ,-2729085071 ,-2696614833 ,309724554 ,1878715578 ,517636361 ,44.36 ,8.23 ,23139426122 ,3342511712 ,6.92 ,52.72 ,28609706119 ,14229180778 ,520749859 ,19460017515 ,9149688604 ,2.13 ,1
21세기산기,2015,14329170657 ,-2668543025 ,-2398939000 ,-2572248368 ,2354475055 ,179082434 ,614330447 ,23.32 ,15.65 ,15061035040 ,2141345644 ,7.03 ,51.89 ,22894234496 ,11086574416 ,456480163 ,17222112648 ,5672121848 ,3.04 ,1
21세기산기,2016,8521875223 ,-1828967760 ,-886722658 ,-455196398 ,-81368960 ,524976157 ,789445879 ,10.79 ,33.81 ,8778888881 ,2513421940 ,3.49 ,104.50 ,22311346228 ,11620198253 ,453566479 ,16017947038 ,6293399190 ,2.55 ,1
경인산업개발,2010,20461455815 ,1327365109 ,447064077 ,-5257626763 ,-440192889 ,5632756661 ,5931056729 ,3.45 ,105.80 ,17357233586 ,333935000 ,51.98 ,7.02 ,19051255880 ,8634458923 ,611057934 ,16009233766 ,3042022112 ,5.26 ,1
광영이엔씨,2012,30012751669 ,1132086859 ,992767073 ,-4131528820 ,-735646955 ,3758649850 ,13780837917 ,2.18 ,167.60 ,26804257634 ,287838485 ,93.12 ,3.92 ,20372679728 ,7365519692 ,193174722 ,12776399565 ,7596280163 ,1.68 ,1
광영이엔씨,2013,52217271496 ,2584837045 ,1942151306 ,3291261022 ,-6065142444 ,3930492090 ,17248286764 ,3.03 ,120.57 ,44642629205 ,762235843 ,58.57 ,6.23 ,31824070151 ,11671753310 ,290778490 ,22695043313 ,9129026838 ,2.49 ,1
광영이엔씨,2014,56508826883 ,3081100642 ,1849930399 ,-9643129826 ,2129597536 ,6416375336 ,29306940924 ,1.93 ,189.30 ,45787341263 ,755383969 ,60.61 ,6.02 ,39849387606 ,11699744334 ,619736810 ,28860563537 ,10988824069 ,2.63 ,1
광영이엔씨,2015,67989642138 ,2414415556 ,1370833814 ,4866306094 ,-2604498262 ,-173020158 ,25012959459 ,2.72 ,134.28 ,62403822239 ,1003466038 ,62.19 ,5.87 ,40797136291 ,19132988488 ,1056013834 ,28421993051 ,12375143240 ,2.30 ,1
광우티앤씨,2010,28323384764 ,1035009435 ,538799414 ,-183838354 ,21895176 ,527653785 ,6971707881 ,4.06 ,89.84 ,26320807556 ,541613518 ,48.60 ,7.51 ,15035031226 ,5200608494 ,302465810 ,10117123583 ,4917907643 ,2.06 ,1
광우티앤씨,2011,32849969869 ,982503827 ,468773876 ,-767640486 ,-294522024 ,642755715 ,7990595613 ,4.11 ,88.78 ,30839010989 ,359730000 ,85.73 ,4.26 ,15457114081 ,5806504209 ,335990377 ,10070413569 ,5386700512 ,1.87 ,1
극동이엔지,2014,13112918600 ,1192792560 ,585245488 ,-671219489 ,-3080497938 ,3724442341 ,4046597162 ,3.24 ,112.64 ,10090500526 ,3369058440 ,3.00 ,121.87 ,15949660810 ,5960989519 ,464437308 ,11382381851 ,15949660810 ,0.71 ,1
극동이엔지,2015,18911309462 ,1324184519 ,1707743756 ,2446665612 ,-5290513444 ,3044476772 ,1787561921 ,10.58 ,34.50 ,15494100951 ,4461491790 ,3.47 ,105.10 ,20358853699 ,13041198084 ,634918761 ,14031663172 ,6327190527 ,2.22 ,1
극동이엔지,2016,23114121249 ,2339667711 ,1214552718 ,-2144517297 ,-3289613362 ,6138239135 ,4545841046 ,5.08 ,71.78 ,18419339536 ,6926284026 ,2.66 ,137.25 ,27793187068 ,17679437219 ,670115925 ,20251443823 ,7541743245 ,2.69 ,1
극동이엔지,2017,19006166028 ,2147696761 ,1111046941 ,6251667453 ,-5415120235 ,-250054261 ,2335782454 ,8.14 ,44.86 ,14607856524 ,6686077527 ,2.18 ,167.06 ,32576350127 ,17362749958 ,674535720 ,20961729251 ,11614620876 ,9347108375.00 ,1
금문산업,2002,29672871083 ,739368481 ,546964176 ,6084619669 ,-4845660374 ,88740275 ,3027716695 ,9.80 ,37.24 ,26247310634 ,1004317528 ,26.13 ,13.97 ,16058364198 ,6126937088 ,194664819 ,13454219512 ,2604144686 ,5.17 ,1
금문산업,2003,31556840171 ,480033759 ,76514993 ,-575679684 ,308690699 ,-1360220797 ,3863035046 ,8.17 ,44.68 ,27519257186 ,3015620431 ,9.13 ,40.00 ,24541135823 ,11721025910 ,539055744 ,21926967981 ,2614167842 ,8.39 ,1
금문산업,2004,47564675132 ,1075142096 ,227399036 ,1192058320 ,-2217651984 ,1372181593 ,3416593778 ,13.92 ,26.22 ,41746798301 ,5000079375 ,8.35 ,43.72 ,25723788121 ,11838402210 ,729569759 ,22382221243 ,3341566878 ,6.70 ,1
금문산업,2005,38009701296 ,744494443 ,163019306 ,2504229371 ,-4164798199 ,777444235 ,2427363170 ,15.66 ,23.31 ,32364143467 ,6434352165 ,5.03 ,72.57 ,26632460836 ,12287129968 ,786325235 ,22637234592 ,3995226244 ,5.67 ,1
금문산업,2006,38057701932 ,1191794569 ,443751046 ,1780145161 ,-5738299027 ,3808349414 ,2470595141 ,15.40 ,23.69 ,32396220076 ,6401500425 ,5.06 ,72.12 ,29522996272 ,16666445387 ,1049622797 ,25084018982 ,4438977290 ,5.65 ,1
금문산업,2007,31241469308 ,-287027913 ,-1532911403 ,-1153948340 ,-3583791069 ,4738428118 ,2714844613 ,11.51 ,31.72 ,26651542264 ,6667043980 ,4.00 ,91.31 ,31600190061 ,19220444356 ,1429877395 ,26694104174 ,4906085887 ,5.44 ,1
금문산업,2008,31437023988 ,949534960 ,81421891 ,2442177417 ,-2124248546 ,-199635062 ,1643388814 ,19.13 ,19.08 ,25134282745 ,6797977647 ,3.70 ,98.72 ,34138738232 ,19358581345 ,1741890003 ,27065465024 ,7073273208 ,3.83 ,1
금문산업,2009,36971205920 ,2306243830 ,152810826 ,6232205323 ,-8272697617 ,1922463285 ,3320751305 ,11.13 ,32.78 ,29443956987 ,7004405779 ,4.20 ,86.83 ,40651040325 ,21525535005 ,1638606512 ,33424956291 ,7226084034 ,4.63 ,1
금문산업,2010,75928439485 ,3715779441 ,849390691 ,11945127923 ,-15913267587 ,6060929382 ,6874531551 ,11.04 ,33.05 ,65575044086 ,10832397109 ,6.05 ,60.29 ,59279890123 ,26251164043 ,1547769488 ,51204415398 ,8075474725 ,6.34 ,1
금문산업,2011,98976871112 ,3887920451 ,1191955179 ,4739721466 ,-8401129609 ,3451617198 ,7921683979 ,12.49 ,29.21 ,86568709536 ,15987783765 ,5.41 ,67.41 ,70538971877 ,27546786629 ,2160317527 ,58905420603 ,11633551274 ,5.06 ,1
금문산업,2012,120510434150 ,3999675197 ,1616453796 ,-8493439856 ,-22694201273 ,31172214889 ,18768195158 ,6.42 ,56.84 ,104263844683 ,18155928439 ,5.74 ,63.56 ,101538509968 ,51611622759 ,3042801713 ,86737540573 ,14800969395 ,5.86 ,1
금문산업,2013,125045262788 ,5264694746 ,2524680419 ,9575069186 ,-14262204185 ,8892551436 ,21487992096 ,5.82 ,62.72 ,108619666802 ,21538714944 ,5.04 ,72.38 ,118838767683 ,61562899024 ,2837071779 ,101513083228 ,17325684455 ,5.86 ,1
금문산업,2014,145936999543 ,4379830576 ,3079374715 ,14599830465 ,-15969670837 ,3113670569 ,21194296211 ,6.89 ,53.01 ,129686280783 ,23430251934 ,5.53 ,65.94 ,143100539103 ,65715745871 ,3078176676 ,119105994933 ,23994544170 ,4.96 ,1
금문산업,2015,155402566819 ,6748299131 ,3010259159 ,8627092311 ,-25230625103 ,11640313803 ,23186338371 ,6.70 ,54.46 ,135229954629 ,22960310863 ,5.89 ,61.97 ,150822950123 ,65579140330 ,3133321097 ,124852309653 ,25970640470 ,4.81 ,1
금문산업,2016,156109675663 ,6451955178 ,1783399871 ,14332457717 ,-11007824508 ,-6168252872 ,14486131155 ,10.78 ,33.87 ,136940528704 ,20602780455 ,6.65 ,54.91 ,139871497541 ,63245419383 ,3707911184 ,114115832786 ,25755664755 ,4.43 ,1
금오하이텍,2009,17965581148 ,1537112797 ,864524443 ,756442460 ,-3217342333 ,2643811908 ,2430739576 ,7.39 ,49.38 ,15385245245 ,4602114317 ,3.34 ,109.18 ,14281927366 ,5709409997 ,474052560 ,9324364071 ,4957563295 ,1.88 ,1
금오하이텍,2010,26150768029 ,1893745894 ,1005749108 ,1723908908 ,-3515731765 ,1736648096 ,3889972132 ,6.72 ,54.29 ,22905196248 ,3832613247 ,5.98 ,61.07 ,17339056569 ,7345264407 ,530469949 ,11375744166 ,5963312403 ,1.91 ,1
금오하이텍,2011,30618615785 ,1848232676 ,810931533 ,-915880805 ,-171686291 ,883529020 ,6435716989 ,4.76 ,76.72 ,26594014093 ,6248223887 ,4.26 ,85.76 ,25848391038 ,11722945939 ,726966632 ,17116394547 ,8731996491 ,1.96 ,1
금오하이텍,2012,35537885876 ,2334257924 ,1218562300 ,4853012452 ,-2341539279 ,-1284029955 ,4783633460 ,7.43 ,49.13 ,31274586914 ,7281867055 ,4.29 ,84.99 ,27742254384 ,9692137420 ,797689244 ,17791695593 ,9950558791 ,1.79 ,1
금오하이텍,2013,35743526486 ,1982026354 ,747773496 ,-4690831287 ,-2473559676 ,7316024145 ,7818745691 ,4.57 ,79.84 ,30725721955 ,8139669332 ,3.77 ,96.69 ,38925124571 ,16757550020 ,958692094 ,22193496692 ,16731627879 ,1.33 ,1
금오하이텍,2014,36700608268 ,2405803096 ,814928749 ,3157880251 ,-3465430690 ,1137843129 ,9979886500 ,3.68 ,99.25 ,30383575047 ,6555697598 ,4.63 ,78.75 ,42818536855 ,17967449755 ,1021644123 ,25994371925 ,16824164930 ,1.55 ,1
금오하이텍,2015,36890702156 ,2038374950 ,524570091 ,1453608313 ,-9873940448 ,7066112610 ,12751378653 ,2.89 ,126.16 ,31777357402 ,5997696063 ,5.30 ,68.89 ,53253967206 ,24691302594 ,1001392552 ,36427234196 ,16826733010 ,2.16 ,1
금오하이텍,2016,41157380771 ,1833544179 ,1341577488 ,798467500 ,-3612408217 ,1927412611 ,13735554847 ,3.00 ,121.81 ,34817480558 ,6798183895 ,5.12 ,71.27 ,56290609812 ,23634009070 ,1156989923 ,37673918282 ,18616691530 ,2.02 ,1
금오하이텍,2017,48149301595 ,1861146078 ,974897098 ,-1252649737 ,-1123927621 ,2548211598 ,11349139859 ,4.24 ,86.03 ,40514336953 ,8496400484 ,4.77 ,76.55 ,60385562200 ,20307956504 ,1230251894 ,41120087082 ,19265475118 ,2.13 ,1
금토일산업,2007,8792932414 ,253072355 ,49364057 ,411088564 ,-1982932676 ,1352270741 ,953484609 ,9.22 ,39.58 ,7412086697 ,1153998716 ,6.42 ,56.83 ,8979825218 ,4993693079 ,226101028 ,8124487720 ,855337498 ,9.50 ,1
금토일산업,2008,10455476935 ,708487835 ,259319167 ,1212164936 ,-2658047582 ,1353546517 ,1200161588 ,8.71 ,41.90 ,8282392951 ,1221383959 ,6.78 ,53.83 ,11164704565 ,6452410207 ,287247325 ,9550047900 ,1614656665 ,5.91 ,1
금토일산업,2009,12762298461 ,512966590 ,47790720 ,804131599 ,-2841987578 ,1857238549 ,1674097662 ,7.62 ,47.88 ,10498796781 ,2432099307 ,4.32 ,84.55 ,16467830471 ,7635697756 ,383706398 ,11709784330 ,4758046141 ,2.46 ,1
금토일산업,2010,14419958304 ,1140025504 ,445828061 ,1078611339 ,-1874645314 ,797012472 ,2678902597 ,5.38 ,67.81 ,11521956313 ,2963923620 ,3.89 ,93.89 ,17476820244 ,8578510228 ,333835445 ,12272946042 ,5203874202 ,2.36 ,1
금토일산업,2011,17963565618 ,1161666815 ,432993051 ,574575607 ,-1458220584 ,972167229 ,2530793831 ,7.10 ,51.42 ,14880004964 ,3866629240 ,3.85 ,94.85 ,19480414526 ,9603547457 ,390721871 ,13843547273 ,5636867253 ,2.46 ,1
금토일산업,2012,22929661588 ,1420202040 ,586273515 ,548274431 ,-2869783690 ,2899484659 ,3278760129 ,6.99 ,52.19 ,19401067441 ,4850752917 ,4.00 ,91.26 ,24131133539 ,11516266116 ,626710892 ,17907992771 ,6223140768 ,2.88 ,1
금토일산업,2013,23677601425 ,1582852669 ,312355595 ,-413904188 ,-4353353063 ,4452629659 ,3097105539 ,7.65 ,47.74 ,19857774599 ,6304418438 ,3.15 ,115.88 ,27880674562 ,13929558705 ,867343894 ,20848554199 ,7032120363 ,2.96 ,1
금토일산업,2014,26070507824 ,1357183128 ,513299472 ,-980347462 ,-2773535422 ,4285861269 ,3260917025 ,7.99 ,45.65 ,22480811056 ,7527616308 ,2.99 ,122.22 ,32000921487 ,17958632832 ,933293363 ,24455501652 ,7545419835 ,3.24 ,1
금토일산업,2015,30652072176 ,2064105054 ,593066655 ,1510737241 ,-2186197958 ,861523776 ,3566869305 ,8.59 ,42.47 ,25813434533 ,8215195489 ,3.14 ,116.16 ,35304258369 ,18132245467 ,609890524 ,24678955879 ,10625302490 ,2.32 ,1
금토일산업,2016,28857228693 ,1574605690 ,261669762 ,873464440 ,-1976260480 ,480514234 ,6730313157 ,4.29 ,85.13 ,23963281787 ,9490862252 ,2.52 ,144.56 ,37180789636 ,17901697451 ,387656445 ,26301523294 ,10879266342 ,2.42 ,1
금토일산업,2017,29047025424 ,1549633234 ,631292120 ,6141752785 ,-3905234926 ,-1920803032 ,5462006700 ,5.32 ,68.63 ,24509975714 ,7330577991 ,3.34 ,109.17 ,37986266142 ,16076877582 ,712529914 ,26475707680 ,11510558462 ,2.30 ,1
남양에스앤티,2007,19122503342 ,540458013 ,38649346 ,634501345 ,-247474846 ,-494090059 ,3975325307 ,4.81 ,75.88 ,17488825899 ,1638775582 ,10.67 ,34.20 ,8925370494 ,3413874354 ,299128922 ,7530391709 ,1394978785 ,5.40 ,1
남양에스앤티,2008,30000782555 ,1142607881 ,509238470 ,-30217443 ,10611229 ,118397667 ,3733550930 ,8.04 ,45.42 ,26794346660 ,1501328922 ,17.85 ,20.45 ,8158981157 ,3794272021 ,301467177 ,6254763902 ,1904217255 ,3.28 ,1
남양에스앤티,2009,26313946881 ,416413352 ,19335142 ,-358808926 ,-170092532 ,615574410 ,4657052029 ,5.65 ,64.60 ,24411413595 ,935308808 ,26.10 ,13.98 ,10167104766 ,4409846431 ,220548851 ,7209989745 ,2957115021 ,2.44 ,1
남양에스앤티,2010,32467879830 ,942112550 ,403607675 ,-1499202101 ,-92875102 ,1860464765 ,4839591575 ,6.71 ,54.41 ,29422666636 ,1735045008 ,16.96 ,21.52 ,11614280938 ,6270311196 ,359327816 ,8253558242 ,3360722696 ,2.46 ,1
남양에스앤티,2011,35047162594 ,470771016 ,175208474 ,1111187977 ,-3299245961 ,2406525758 ,6435542031 ,5.45 ,67.02 ,32480330020 ,2306136911 ,14.08 ,25.92 ,17552175321 ,6938033387 ,461514750 ,14246749592 ,3305425729 ,4.31 ,1
남양에스앤티,2012,38153981193 ,-862579120 ,-294652440 ,-1191669397 ,867382409 ,495735803 ,6951785754 ,5.49 ,66.50 ,37164748913 ,1772793546 ,20.96 ,17.41 ,16626607274 ,7781439591 ,713250512 ,14764746901 ,1861860373 ,7.93 ,1
남양에스앤티,2013,29997011230 ,-1184338742 ,-1629630519 ,-159922133 ,-763739175 ,561078051 ,7838218590 ,3.83 ,95.37 ,29194507270 ,1161741388 ,25.13 ,14.52 ,16840923926 ,7627947465 ,604760951 ,15608694072 ,1232229854 ,12.67 ,1
남양에스앤티,2014,18512610589 ,-3988202872 ,-4771439778 ,-854447604 ,1826697074 ,-1176007682 ,2081256490 ,8.89 ,41.03 ,19318329205 ,618695120 ,31.22 ,11.69 ,7227308573 ,6632321084 ,602432056 ,10766518497 ,-3539209924 ,-3.04 ,1
남양에스앤티,2015,15038681433 ,-735279086 ,-1219500379 ,-344175886 ,13367716 ,324171691 ,2343735243 ,6.42 ,56.88 ,15074604109 ,471980293 ,31.94 ,11.43 ,6999041008 ,6646642293 ,504302998 ,11307751311 ,-4308710303 ,-2.62 ,1
뉴티스,2014,15428950179 ,227065009 ,20929810 ,106538458 ,-9245134522 ,8597400399 ,1194835034 ,12.91 ,28.27 ,14118464701 ,1104792184 ,12.78 ,28.56 ,16770095562 ,10999210672 ,346112560 ,15578859899 ,1191235663 ,13.08 ,1
뉴티스,2015,16702876317 ,1196442803 ,615677453 ,4449340445 ,-3343480493 ,-176547638 ,1323924599 ,12.62 ,28.93 ,13600043163 ,1321115165 ,10.29 ,35.46 ,19744546280 ,11561261890 ,557045622 ,17775226145 ,1969320135 ,9.03 ,1
뉴티스,2016,14913687424 ,698478034 ,106396885 ,1051069819 ,-2638846430 ,1380242699 ,1811328853 ,8.23 ,44.33 ,11778795977 ,1561212158 ,7.54 ,48.38 ,21172666176 ,11679045543 ,477755361 ,19096949156 ,2075717020 ,9.20 ,1
다원피씨에스,2017,13662389386 ,-6530264014 ,-7166961133 ,667336666 ,-342368959 ,-831207864 ,2138101657 ,6.39 ,57.12 ,17092854434 ,33035500 ,517.41 ,0.71 ,8351518066 ,5112186818 ,426029469 ,12981199997 ,-4629681931 ,-2.80 ,1
다이나트론,2015,9214094639 ,422286715 ,7439542 ,2826564048 ,-2731723279 ,-106494438 ,3919643503 ,2.35 ,155.27 ,7740906108 ,1495659076 ,5.18 ,70.52 ,12812811558 ,1208687000 ,697942970 ,11445314538 ,1367497020 ,8.37 ,1
대경산업,2015,14663123958 ,3938209226 ,3301865906 ,4570278462 ,-6302102452 ,-708630880 ,119172177 ,123.04 ,2.97 ,7925792838 ,33791492 ,234.55 ,1.56 ,13433440628 ,214852537 ,-139432032 ,2112109115 ,11321331513 ,0.19 ,1
대경산업,2017,11736157402 ,1547518858 ,1110435916 ,3738742785 ,-3318015526 ,225000000 ,608364685 ,19.29 ,18.92 ,5245933993 ,43860929 ,119.60 ,3.05 ,20793286594 ,225000000 ,-229635008 ,3764949248 ,17028337346 ,0.22 ,1
대경산업,2018,22317506506 ,5794137084 ,4603849421 ,6755321811 ,-5118004855 ,-75000000 ,1545694686 ,14.44 ,25.28 ,12031956071 ,49235637 ,244.37 ,1.49 ,28139825490 ,75000000 ,-291387366 ,6507638723 ,21632186767 ,0.30 ,1
대창HRSG,2000,8958127874 ,691214674 ,311737300 ,1542304087 ,-6603512917 ,5107674000 ,3420452300 ,2.62 ,139.37 ,7931912762 ,96491459 ,82.20 ,4.44 ,12773816891 ,5291500000 ,365600217 ,10565891197 ,2207925694 ,4.79 ,1
대창HRSG,2001,31714352660 ,2098903716 ,1118396107 ,2973311289 ,-2214007157 ,-915700000 ,5608375000 ,5.65 ,64.55 ,29005019042 ,18962750 ,1529.58 ,0.24 ,16157491666 ,5170960000 ,370304751 ,13031169865 ,3126321801 ,4.17 ,1
대창HRSG,2002,16182543552 ,924746827 ,242272576 ,-452772033 ,-740958746 ,1216660000 ,2725483152 ,5.94 ,61.47 ,14578346402 ,253229035 ,57.57 ,6.34 ,13805251379 ,6163546000 ,314780237 ,10436657002 ,3368594377 ,3.10 ,1
대창HRSG,2003,15554016127 ,580638137 ,120665875 ,-383420025 ,-155943778 ,792586000 ,1667093419 ,9.33 ,39.12 ,14404493768 ,204054668 ,70.59 ,5.17 ,12319539419 ,6861302000 ,448953699 ,8930279167 ,3389260252 ,2.63 ,1
대창HRSG,2004,27362366423 ,-1712087740 ,-1908816802 ,1040590946 ,-380751958 ,402374000 ,4927208347 ,5.55 ,65.73 ,28294162490 ,1504519223 ,18.81 ,19.41 ,19347798112 ,7378782000 ,476439925 ,17367354662 ,1980443450 ,8.77 ,1
대창HRSG,2005,34308584726 ,1375263255 ,866689393 ,-744140014 ,-254931326 ,686508000 ,4687672410 ,7.32 ,49.87 ,31391232443 ,1928198647 ,16.28 ,22.42 ,17623778288 ,6365290000 ,501122259 ,13876645445 ,3747132843 ,3.70 ,1
대창HRSG,2006,53456752262 ,2075602733 ,1167523771 ,-2630888692 ,-1779338232 ,4778165799 ,17638135006 ,3.03 ,120.43 ,49317495783 ,2347845516 ,21.01 ,17.38 ,36833567225 ,14943589430 ,782300966 ,27755541101 ,9078026124 ,3.06 ,1
대창HRSG,2007,82399805772 ,2998507154 ,1249102036 ,-3205176731 ,-1945443383 ,4052066430 ,26630439116 ,3.09 ,117.96 ,76964634305 ,2902534885 ,26.52 ,13.77 ,46906652407 ,12959933674 ,1342953940 ,36578688343 ,10327964064 ,3.54 ,1
대창HRSG,2008,98033361756 ,12968201877 ,2712859716 ,1519125661 ,-1045564186 ,5454059223 ,33270519359 ,2.95 ,123.87 ,82186493559 ,1367866395 ,60.08 ,6.07 ,58704353882 ,19817689994 ,1813996706 ,45661958738 ,13042395144 ,3.50 ,1
대창HRSG,2009,82724898589 ,16988717344 ,-3806807623 ,-4164788863 ,-4854717509 ,10918811232 ,24166017544 ,3.42 ,106.63 ,62465284362 ,1571007671 ,39.76 ,9.18 ,64286204419 ,31882000000 ,2242600169 ,47328214435 ,16957989984 ,2.79 ,1
대창HRSG,2010,68799385608 ,4619977686 ,1181636911 ,4213302939 ,-14379841758 ,2327253758 ,34437733891 ,2.00 ,182.70 ,60758448581 ,3147426749 ,19.30 ,18.91 ,79839913543 ,32604253758 ,3026385992 ,61691067845 ,18148845698 ,3.40 ,1
대창HRSG,2011,102465440257 ,2755135401 ,-859041009 ,-17751131089 ,-12006889304 ,29527875426 ,47923986844 ,2.14 ,170.71 ,94637767168 ,3432959269 ,27.57 ,13.24 ,106446752534 ,62132129184 ,3805626865 ,87001157203 ,19445595331 ,4.47 ,1
대창HRSG,2012,138803957629 ,6782146376 ,1049361409 ,10281994801 ,-1094001065 ,-7668918442 ,67558790407 ,2.05 ,177.65 ,125297378108 ,1761055028 ,71.15 ,5.13 ,127104306269 ,34475294772 ,4108600348 ,104553372822 ,22550933447 ,4.64 ,1
대창HRSG,2013,137966831771 ,-813338915 ,-5365754248 ,-17848740593 ,-327770043 ,20367066460 ,70405490358 ,1.96 ,186.26 ,132890942455 ,3271973319 ,40.61 ,8.99 ,134888814650 ,74143931232 ,4443228023 ,114249125655 ,20639688995 ,5.54 ,1
대창HRSG,2014,106332856970 ,2630068152 ,1664714303 ,11331744692 ,2154274153 ,-16675414919 ,57491482209 ,1.85 ,197.35 ,97479181076 ,2010752900 ,48.48 ,7.53 ,115657044579 ,39673649583 ,4071233887 ,92510849153 ,23146195426 ,4.00 ,1
대창HRSG,2015,141190706993 ,13071902090 ,4401687051 ,16776021805 ,-6184535268 ,734450417 ,79256468352 ,1.78 ,204.89 ,120615790529 ,2104635991 ,57.31 ,6.37 ,159362595256 ,53369832597 ,3469733542 ,131815153170 ,27547442086 ,4.79 ,1
대창HRSG,2016,128482328698 ,3658896772 ,1017679107 ,2761063234 ,-3778852616 ,122990577622 ,64583494250 ,1.99 ,183.47 ,116709117789 ,1964003857 ,59.42 ,6.14 ,135429090417 ,32016860000 ,3566082530 ,104889117120 ,30539973297 ,3.43 ,1
디페트엠,2013,16357872689 ,623323384 ,8523791 ,982663409 ,-1935461629 ,1319674095 ,1862676669 ,8.78 ,41.56 ,14077378941 ,2832939157 ,4.97 ,73.45 ,17190838624 ,9419599681 ,444559834 ,14646593570 ,2544245054 ,5.76 ,1
